fold;sentence;präzision;komplexität;transparenz;grammatikalität;average_sentence_length;percentage_words_six_letters;average_number_syllables;percentage_words_one_syllable;percentage_words_three_syllables;flesch_reading_ease;wiener_sachtextformel_1;wiener_sachtextformel_2;wiener_sachtextformel_3;wiener_sachtextformel_4;smog_index;coleman_liau_index;gunning_fog_index;average_chars_per_word;type_token_ratio;root_type_token_ratio;corrected_type_token_ratio;mtld_measure;herdans_measure;summers_measure;maas_measure;yules_k;simpsons_d;lexical_density;number_unique_tokens;content_word_distribution;foreign_words_count;adjective_count;verb_count;adverb_count;noun_count;proper_noun_count;adposition_count;aux_verb_count;conjunction_count;determiner_count;lexical_item_count;grammatical_item_count;numerical_count;particle_count;punctuation_count;personal_pronoun_count;first_person_pronoun_count;second_person_pronoun_count;third_person_pronoun_count;interrogative_pronoun_count;demonstrative_count;singular_word_count;plural_word_count;indefinite_word_count;definite_word_count;finite_verb_count;infinitive_verb_count;past_tense_count;present_tense_count;passive_voice_count;bilogarithmic_ttr;avg_aux_length;noun_variation;modifier_variation;adjective_variation;adverb_variation;verb_variation;sein_to_verb_ratio;haben_to_verb_ratio;noun_token_ratio;verb_token_ratio;noun_phrases_per_sentence_count;verb_phrases_per_sentence_count;first_person_verbs_to_finite_verbs_ratio;infinitive_verbs_to_verbs_ratio;participle_verbs_to_verbs_ratio;imperative_verbs_to_verbs_ratio;present_tense_verbs_to_finite_verbs_ratio;past_tense_verbs_to_finite_verbs_ratio;second_person_verbs_to_finite_verbs_ratio;third_person_verbs_to_finite_verbs_ratio;subjunctive_verbs_to_finite_verbs_ratio;finite_verbs_to_verbs_ratio;accusative_nouns_to_nouns_ratio;dative_nouns_to_nouns_ratio;genitive_nouns_to_nouns_ratio;nominative_nouns_to_nouns_ratio;std_dev_tokens_per_sentence;pronouns_per_sentence_count;aux_to_verb_ratio;verbs_per_sentence_count;verb_to_noun_ratio;verb_to_adverb_ratio;noun_to_pronoun_ratio;characters_per_sentence_count;avg_sentence_length_in_characters;zipf_steepness_curve;zipf_goodness_fit;avg_adjective_length;avg_adverb_length;avg_lexical_verb_length;avg_noun_length;avg_proper_noun_length;avg_adposition_length;avg_conjunction_length;avg_determiner_length;avg_numeral_length;avg_particle_length;avg_pronoun_length;avg_verb_length;adjective_ttr;adverb_ttr;lexical_verb_ttr;noun_ttr;verb_ttr;proper_noun_ttr;lexical_items_ttr;adposition_ttr;aux_ttr;conjunction_ttr;determiner_ttr;particle_ttr;pronoun_ttr;grammatical_ttr;aux_to_lexical_verb_ratio;overall
6;Die Fähigkeit, direkt mit Menschen aus fremden Ländern zu kommunizieren, stellt automatisch einen multilingualen Person über die Konkurrenz.;3.0;2.0;2.0;2.0;9.0;61.11111111111112;2.2222222222222223;33.33333333333333;27.77777777777778;1490.0;12.840911111111112;13.77168888888889;16.796722222222222;20.07151111111111;24.41924834769046;20.11111111111111;65.3283950617284;6.666666666666667;0.9444444444444444;4.00693842672377;2.833333333333333;90.71999999999996;0.9802245459658266;0.9811815669297836;0.0068418375526086;61.72839506172839;0.0065359477124183;1.0;18.0;0.5238095238095238;0.0476190476190476;0.1904761904761904;0.0952380952380952;0.0;0.238095238095238;0.0;0.1428571428571428;0.0;0.0;0.1428571428571428;0.5238095238095238;0.3333333333333333;0.0;0.0476190476190476;0.1428571428571428;0.0;0.0;0.0;0.0;0.0;0.0;0.1428571428571428;0.0952380952380952;0.0476190476190476;0.0952380952380952;0.0476190476190476;0.0476190476190476;0.0;0.0476190476190476;0.0;0.9802245459658266;0.0;0.4545454545454545;0.3636363636363636;0.3636363636363636;0.0;0.1818181818181818;0.0;0.0;0.4545454545454545;0.1818181818181818;5.0;2.0;0.0;0.5;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5;0.4;0.4;0.0;0.2;0.0;0.0;0.0;2.0;0.4;0.0;0.0;139.0;139.0;0.160104658472569;-5.78217513050309;9.5;0.0;9.5;8.0;0.0;3.333333333333333;0.0;3.6666666666666665;0.0;2.0;0.0;9.5;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.6666666666666666;1.0;0.0;0.8571428571428571;0.0;2.43
3;Die Labour Party wäre nicht die erste, die eine solche Idee befürwortet, mit der grünen Party, die eine vier-Tage-Arbeitswoche während ihrer 2017 allgemeinen Wahlkampagne geschworen hat.;3.3947368421052637;4.157894736842105;4.131578947368421;3.5526315789473686;14.0;32.142857142857146;1.5714285714285714;67.85714285714286;17.857142857142858;2428.0714285714284;6.871157142857143;7.518800000000001;8.777714285714286;9.294114285714286;20.1991944637105;14.635714285714284;31.11020408163265;5.535714285714286;0.8;4.0;2.82842712474619;35.00000000000001;0.9306765580733932;0.9385444840578552;0.0215365381264576;256.00000000000006;0.0266666666666666;0.8571428571428571;24.0;0.2941176470588235;0.0;0.088235294117647;0.1176470588235294;0.0;0.2058823529411764;0.0588235294117647;0.0588235294117647;0.0588235294117647;0.0;0.2058823529411764;0.4117647058823529;0.4117647058823529;0.0588235294117647;0.0294117647058823;0.1764705882352941;0.0588235294117647;0.0;0.0;0.0;0.0;0.0588235294117647;0.1470588235294117;0.0;0.0588235294117647;0.088235294117647;0.0294117647058823;0.0;0.0;0.0294117647058823;0.0;0.9487264779561714;3.5;0.4285714285714285;0.2142857142857142;0.2142857142857142;0.0;0.2857142857142857;0.0;0.25;0.3571428571428571;0.2857142857142857;7.0;4.0;0.0;0.0;0.25;0.0;0.6666666666666666;0.3333333333333333;0.0;1.0;0.3333333333333333;0.75;0.4285714285714285;0.1428571428571428;0.1428571428571428;0.2857142857142857;0.0;2.0;1.0;4.0;0.5714285714285714;0.0;3.5;185.0;185.0;0.3752913090506091;0.5218097123013503;7.333333333333333;0.0;10.5;7.4;5.5;5.0;0.0;4.0;4.0;5.0;3.0;7.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.7142857142857143;1.0;0.5;0.7142857142857143;1.0;
5;Die Labour-Partei ist keine breite Kirche mehr.;2.631578947368421;1.868421052631579;2.789473684210526;1.947368421052632;4.0;50.0;1.25;75.0;0.0;646.875;3.8263;4.4718;3.999500000000001;5.282400000000001;3.1291;5.465;1.6;4.875;1.0;2.6457513110645903;1.8708286933869709;7.0;1.0;1.0;0.0;0.0;0.0;1.0;8.0;0.4;0.0;0.1;0.1;0.1;0.3;0.1;0.0;0.1;0.0;0.2;0.6;0.3;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.5;0.3333333333333333;0.1666666666666666;0.1666666666666666;0.1666666666666666;1.0;0.0;0.3333333333333333;0.1666666666666666;3.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.3333333333333333;1.0;0.0;46.0;46.0;0.0;0.0;6.0;4.0;0.0;6.0;6.0;0.0;0.0;4.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;
0;Die Polizei hat die Brille vom Tatort sichergestellt und sagte, dass sie Simpsons DNA darauf gefunden haben, berichtet der CBS-Partner WAFB.;4.78;4.89;5.11;4.78;11.0;40.909090909090914;1.6363636363636365;59.09090909090909;18.181818181818183;1884.2727272727277;7.856018181818184;8.568745454545455;10.0505;11.293418181818184;20.353678105401915;12.512727272727268;37.457851239669424;5.2727272727272725;0.9523809523809524;4.364357804719848;3.086066999241838;123.47999999999988;0.983974444213354;0.9854893430852982;0.0052637338414984;45.35147392290252;0.0047619047619047;1.0;22.0;0.3333333333333333;0.0;0.0;0.2222222222222222;0.037037037037037;0.2962962962962963;0.1481481481481481;0.037037037037037;0.074074074074074;0.037037037037037;0.1481481481481481;0.5555555555555556;0.3703703703703703;0.0;0.0;0.1481481481481481;0.037037037037037;0.0;0.0;0.037037037037037;0.0;0.0;0.1481481481481481;0.0;0.0;0.1481481481481481;0.074074074074074;0.0;0.037037037037037;0.037037037037037;0.0;0.983974444213354;4.0;0.5333333333333333;0.0666666666666666;0.0;0.0666666666666666;0.4;0.0;0.3333333333333333;0.2666666666666666;0.4;8.0;6.0;0.0;0.0;0.3333333333333333;0.0;0.75;0.25;0.0;1.0;0.0;0.6666666666666666;0.125;0.25;0.125;0.5;0.0;1.0;0.5;6.0;0.75;6.0;8.0;139.0;139.0;0.1422409696008451;-7.335434838254908;0.0;6.0;9.0;6.5;4.5;3.0;3.5;3.0;0.0;0.0;3.0;7.333333333333333;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.75;0.0;1.0;0.9;0.5;5.33
1;Die Senatorin von Massachusetts, Elizabeth Warren, sagte am Samstag, sie werde nach den Zwischenwahlen einen „harten Blick“ darauf werfen, für das Präsidentenamt zu kandidieren.;2.176470588235294;3.294117647058824;2.823529411764706;2.4705882352941178;12.0;45.83333333333333;2.0416666666666665;50.0;25.0;2040.5625;10.278483333333332;11.077816666666664;13.434749999999998;15.278866666666666;23.32670815047168;17.74833333333333;46.46666666666667;6.125;1.0;4.898979485566357;3.464101615137755;24.0;1.0;1.0;0.0;0.0;0.0;1.0;24.0;0.28125;0.0625;0.03125;0.125;0.03125;0.25;0.125;0.125;0.03125;0.0;0.15625;0.4375;0.375;0.0;0.03125;0.21875;0.03125;0.0;0.0;0.03125;0.0;0.0;0.09375;0.03125;0.03125;0.125;0.03125;0.0625;0.03125;0.0;0.0;1.0;5.0;0.5714285714285714;0.1428571428571428;0.0714285714285714;0.0714285714285714;0.2857142857142857;0.0;0.0;0.2857142857142857;0.2857142857142857;8.0;4.0;0.0;0.5;0.0;0.0;0.5;0.5;0.0;1.0;0.5;0.5;0.25;0.375;0.0;0.375;0.0;1.0;0.3333333333333333;4.0;0.5;4.0;8.0;176.0;176.0;0.0;0.0;6.0;6.0;7.333333333333333;10.5;8.75;3.0;0.0;3.4;0.0;2.0;3.0;6.75;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.3333333333333333;
0;Die Stadt Palu mit mehr als 380.000 Einwohnern war mit Trümmern eingestürzter Gebäude übersät.;0.8064516129032258;1.096774193548387;1.032258064516129;1.2903225806451613;5.0;33.33333333333333;1.6666666666666667;60.0;20.0;802.5;6.192333333333334;6.854666666666665;8.239499999999998;8.384666666666668;17.879347455551382;9.247999999999994;55.33333333333333;5.266666666666667;0.9230769230769232;3.328201177351375;2.3533936216582085;47.32000000000004;0.9687936498860342;0.9663421407218558;0.0121664585786792;118.3431952662721;0.0128205128205128;0.9333333333333332;14.0;0.4666666666666667;0.0;0.1333333333333333;0.0666666666666666;0.0666666666666666;0.3333333333333333;0.0666666666666666;0.2;0.0666666666666666;0.0;0.0666666666666666;0.6;0.3333333333333333;0.0666666666666666;0.0;0.0666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0666666666666666;0.2;0.0;0.0666666666666666;0.0;0.0;0.0;0.0;0.0;0.9719187714029216;3.0;0.5555555555555556;0.3333333333333333;0.2222222222222222;0.1111111111111111;0.1111111111111111;1.0;0.0;0.4444444444444444;0.1111111111111111;5.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.4;0.2;0.4;0.5;0.0;0.0;1.0;0.2;1.0;0.0;46.0;46.0;0.1986492914664498;-3.5678813360360992;10.0;4.0;0.0;7.5;4.0;3.0;0.0;3.0;7.0;0.0;0.0;3.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.6666666666666666;1.0;0.0;1.0;0.0;0.0;0.8;0.0;
0;Die Stadt feierte ihren 40. Geburtstag, als das Beben und der Tsunami einschlugen.;0.5555555555555556;0.5;0.5555555555555556;0.8888888888888888;4.333333333333333;30.76923076923077;1.6153846153846154;61.53846153846154;23.07692307692308;685.5;6.293379487179488;6.957866666666668;8.5605;8.340933333333332;18.97340739802396;7.673846153846156;72.73925049309666;5.153846153846154;1.0;3.464101615137755;2.4494897427831783;12.0;1.0;1.0;0.0;0.0;0.0;1.0;13.0;0.375;0.0;0.0;0.125;0.0;0.25;0.0;0.0;0.0;0.0625;0.25;0.375;0.375;0.0625;0.0;0.1875;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.1875;0.125;0.0;0.125;0.0;0.0;1.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.6666666666666666;0.3333333333333333;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.5;0.0;0.0;1.0;0.5;0.0;0.0;40.0;40.0;0.0;0.0;0.0;0.0;9.0;6.75;0.0;0.0;3.0;3.5;2.0;0.0;0.0;9.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;
6;Die Wähler werden am Sonntag darüber abstimmen, ob sie den Namen ihres Landes in „Republik Nordmakedonien“ ändern wollen.;0.3333333333333333;0.5;0.3888888888888889;0.3333333333333333;9.0;55.55555555555556;2.0;33.33333333333333;22.22222222222222;1503.0;11.045355555555556;11.89391111111111;14.293944444444444;17.26928888888889;22.171587582596278;13.577777777777776;52.98271604938272;5.555555555555555;1.0;4.242640687119286;3.0;18.0;1.0;1.0;0.0;0.0;0.0;1.0;18.0;0.2608695652173913;0.0;0.0;0.1739130434782608;0.0434782608695652;0.2608695652173913;0.1304347826086956;0.0869565217391304;0.0869565217391304;0.0;0.1739130434782608;0.4782608695652174;0.4347826086956521;0.0;0.0;0.1739130434782608;0.0434782608695652;0.0;0.0;0.0434782608695652;0.0;0.0;0.0869565217391304;0.0434782608695652;0.0;0.1304347826086956;0.0;0.0869565217391304;0.0;0.0;0.0;1.0;6.0;0.5454545454545454;0.0909090909090909;0.0;0.0909090909090909;0.3636363636363636;0.0;0.0;0.2727272727272727;0.3636363636363636;6.0;4.0;0.0;0.5;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5;0.1666666666666666;0.5;0.1666666666666666;0.1666666666666666;0.0;1.0;1.0;4.0;0.6666666666666666;4.0;6.0;120.0;120.0;0.0;0.0;0.0;7.0;7.5;5.666666666666667;9.666666666666666;2.0;2.0;3.5;0.0;0.0;3.0;6.75;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;
6;Diesen Samstag wird New York den Global Citizen Festival begehen, ein jährliches Musikereignis mit einem beeindruckenden Lineup von Künstlern, das eine noch beeindrückendere Mission hat: Weltarmut zu beenden.;4.43;3.57;3.71;2.86;14.0;53.57142857142857;2.0;42.85714285714285;28.57142857142857;2403.0;12.541157142857143;13.4263;16.390928571428574;19.13268571428571;24.721251351822264;19.25571428571428;46.41632653061225;6.321428571428571;1.0;5.2915026221291805;3.741657386773941;28.0;1.0;1.0;0.0;0.0;0.0;1.0;28.0;0.375;0.03125;0.09375;0.125;0.03125;0.34375;0.1875;0.0625;0.03125;0.0;0.15625;0.59375;0.3125;0.0;0.03125;0.125;0.03125;0.0;0.0;0.0;0.0;0.03125;0.125;0.03125;0.09375;0.03125;0.03125;0.0625;0.0;0.03125;0.0;1.0;4.0;0.5789473684210527;0.2105263157894736;0.1578947368421052;0.0526315789473684;0.2105263157894736;0.0;0.25;0.2631578947368421;0.2105263157894736;11.0;4.0;0.0;0.5;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5;0.5454545454545454;0.1818181818181818;0.0;0.2727272727272727;0.0;1.0;0.3333333333333333;4.0;0.3636363636363636;4.0;11.0;207.0;207.0;0.0;0.0;13.666666666666666;4.0;5.666666666666667;8.8;5.833333333333333;3.0;0.0;4.2;0.0;2.0;3.0;5.25;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.3333333333333333;3.71
3;Du gehst morgen voll in die Langeweile.;3.4;1.2666666666666666;3.4;3.6666666666666665;3.5;28.57142857142857;1.4285714285714286;71.42857142857143;14.285714285714285;546.4285714285714;3.844485714285714;4.429128571428571;5.006035714285714;4.422457142857144;18.3970566412798;2.6228571428571392;83.0326530612245;4.571428571428571;1.0;2.6457513110645903;1.8708286933869709;7.0;1.0;1.0;0.0;0.0;0.0;1.0;7.0;0.5;0.0;0.125;0.125;0.125;0.125;0.0;0.125;0.0;0.0;0.125;0.5;0.375;0.0;0.0;0.125;0.125;0.125;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.125;0.125;0.0;0.0;0.125;0.0;1.0;0.0;0.25;0.5;0.25;0.25;0.25;0.0;0.0;0.25;0.25;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;38.0;38.0;0.0;0.0;4.0;6.0;5.0;10.0;0.0;2.0;0.0;3.0;0.0;0.0;2.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;
0;Eilidh hat übermäßiges Respekt innerhalb der schottischen, britischen und weltweiten Leichtathletikgemeinschaft, und wir sind sicher, dass die Leichtathletik in Schottland enorm profitieren würde, wenn man sie zur Verwaltungskommission einlädt, sagte Beattie.;3.86;2.29;2.71;2.29;15.5;48.38709677419355;2.129032258064516;51.61290322580645;29.03225806451613;2665.451612903226;11.922406451612904;12.773841935483873;15.61710483870968;17.775187096774197;24.894685072503496;24.588387096774195;43.66097814776276;7.193548387096774;0.967741935483871;5.388159060803248;3.810003810005715;269.08000000000027;0.9904513846818752;0.9922231302038068;0.002780620529294;20.81165452653487;0.0021505376344086;0.967741935483871;30.0;0.3684210526315789;0.0;0.1578947368421052;0.1578947368421052;0.0;0.1842105263157894;0.0789473684210526;0.0789473684210526;0.0526315789473684;0.0526315789473684;0.0789473684210526;0.5;0.3947368421052631;0.0;0.0;0.1578947368421052;0.0789473684210526;0.0263157894736842;0.0;0.0263157894736842;0.0;0.0;0.1052631578947368;0.0;0.0;0.0789473684210526;0.0789473684210526;0.0263157894736842;0.0263157894736842;0.0526315789473684;0.0;0.9904513846818752;4.5;0.3684210526315789;0.3157894736842105;0.3157894736842105;0.0;0.3157894736842105;0.1666666666666666;0.1666666666666666;0.2105263157894736;0.3157894736842105;7.0;6.0;0.2;0.1666666666666666;0.0;0.0;0.6;0.4;0.0;0.8;0.2;0.8333333333333334;0.1428571428571428;0.2857142857142857;0.1428571428571428;0.4285714285714285;0.0;3.0;0.5;6.0;0.8571428571428571;0.0;2.333333333333333;258.0;258.0;0.0997454518485615;-13.93495050784344;9.0;0.0;6.5;17.0;7.666666666666667;4.333333333333333;3.5;3.0;0.0;0.0;3.0;5.833333333333333;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.75;0.6666666666666666;0.0;1.0;0.8666666666666667;0.5;2.86
0;Ein Fan auf Twitter beschrieb den Wechsel zum Kinder-Cartoon als „eine Art kranken Witz“.;1.7777777777777777;0.9444444444444444;1.4444444444444444;0.6666666666666666;7.5;40.0;1.4;60.0;0.0;1268.1;3.605;4.176500000000001;3.809750000000001;5.094;3.1291;8.477333333333334;3.0;4.8;1.0;3.741657386773941;2.6457513110645903;14.0;1.0;1.0;0.0;0.0;0.0;1.0;15.0;0.4;0.05;0.05;0.05;0.0;0.35;0.05;0.15;0.0;0.0;0.2;0.45;0.35;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.1;0.1;0.05;0.0;0.05;0.0;0.0;1.0;0.0;0.7777777777777778;0.1111111111111111;0.1111111111111111;0.0;0.1111111111111111;0.0;0.0;0.6666666666666666;0.1111111111111111;7.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.4285714285714285;0.4285714285714285;0.0;0.1428571428571428;0.0;0.0;0.0;1.0;0.1428571428571428;0.0;0.0;88.0;88.0;0.0;0.0;7.0;0.0;9.0;5.0;7.0;2.6666666666666665;0.0;3.25;0.0;0.0;0.0;9.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;
4;Ein Jugendlicher wurde am Samstag um ca. 04:00 Uhr im Bereich der Excelsior-Terrasse von Midsomer Norton lebhaft gefunden.;3.6;3.6;3.2;3.4;6.666666666666667;45.0;1.7;55.00000000000001;20.0;1100.55;8.147666666666666;8.899833333333332;10.58;11.904666666666664;17.879347455551382;9.453999999999995;42.66666666666667;5.05;1.0;4.123105625617661;2.91547594742265;17.0;1.0;1.0;0.0;0.0;0.0;1.0;20.0;0.3043478260869565;0.0434782608695652;0.0434782608695652;0.0869565217391304;0.0434782608695652;0.3478260869565217;0.1739130434782608;0.1739130434782608;0.0434782608695652;0.0;0.1739130434782608;0.5217391304347826;0.391304347826087;0.0434782608695652;0.0;0.0869565217391304;0.0;0.0;0.0;0.0;0.0;0.0;0.1739130434782608;0.0;0.0434782608695652;0.1304347826086956;0.0;0.0;0.0;0.0;0.0;1.0;5.0;0.6666666666666666;0.1666666666666666;0.0833333333333333;0.0833333333333333;0.1666666666666666;0.0;0.0;0.3333333333333333;0.1666666666666666;8.0;2.0;0.0;0.0;0.5;0.0;0.0;1.0;0.0;1.0;0.0;0.5;0.125;0.5;0.25;0.125;3.0;0.0;1.0;2.0;0.25;2.0;0.0;60.0;60.0;0.0;0.0;7.0;3.0;8.0;7.5;7.5;2.25;0.0;3.0;5.0;0.0;0.0;6.5;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.75;0.0;0.0;0.8888888888888888;1.0;3.4
3;Eine Knieverletzung verhinderte, dass Mittelfeldspieler Graham Dorrans sein erstes Spiel der Saison bis zum 2:2-Unentschieden gegen Villarreal absolvieren konnte, aber er glaubt, dass die Rangers dieses Ergebnis als Sprungbrett zu größeren Erfolgen nutzen können.;4.3;3.2;3.6;4.0;18.0;55.55555555555556;1.9444444444444444;44.44444444444444;25.0;3126.25;12.724322222222224;13.60298888888889;16.326777777777778;19.546355555555557;23.32670815047168;19.14222222222222;34.97777777777778;6.222222222222222;0.9705882352941176;5.659453309702792;4.001837813099494;323.67999999999995;0.9915343417267494;0.9932540485203208;0.0024006786073503;17.301038062283723;0.0017825311942959;0.9444444444444444;34.0;0.3414634146341463;0.0;0.048780487804878;0.1463414634146341;0.0;0.2926829268292683;0.0975609756097561;0.1219512195121951;0.048780487804878;0.024390243902439;0.1463414634146341;0.4878048780487805;0.4146341463414634;0.024390243902439;0.0;0.1219512195121951;0.024390243902439;0.0;0.0;0.024390243902439;0.0;0.0;0.1707317073170731;0.024390243902439;0.024390243902439;0.073170731707317;0.048780487804878;0.048780487804878;0.024390243902439;0.024390243902439;0.0;0.9915343417267494;6.0;0.6;0.1;0.1;0.0;0.3;0.0;0.0;0.4;0.3;12.0;6.0;0.0;0.3333333333333333;0.0;0.0;0.5;0.5;0.0;1.0;0.0;0.6666666666666666;0.3333333333333333;0.1666666666666666;0.0833333333333333;0.4166666666666667;0.0;1.0;0.5;6.0;0.5;0.0;12.0;262.0;262.0;0.0872849751481622;-17.387408798918017;7.0;0.0;8.5;10.25;7.5;3.0;4.0;3.8333333333333335;3.0;0.0;2.0;7.666666666666667;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.8;1.0;0.6666666666666666;1.0;0.0;1.0;0.8823529411764706;0.5;4.1
1;Eine Woche nachdem eine offizielle chinesische Zeitung eine vierseitige Anzeige in einer US-Tageszeitung geschaltet hatte, die die gegenseitigen Vorteile des Handels zwischen den USA und China anpries, beschuldigte der US-Botschafter in China Peking, die amerikanische Presse zur Verbreitung von Propaganda zu nutzen.;5.25;4.5;5.0;5.5;22.0;47.72727272727273;1.9318181818181817;45.45454545454545;25.0;3846.988636363637;12.344763636363636;13.168036363636364;15.838045454545457;18.728654545454543;23.32670815047168;18.936363636363637;31.527272727272727;6.136363636363637;0.8571428571428571;5.5549205986353085;3.927922024247863;82.31999999999998;0.9587575426481764;0.9680559250668752;0.0110342704315223;90.70294784580496;0.0092915214866434;0.8636363636363636;38.0;0.3725490196078431;0.0196078431372549;0.0980392156862745;0.0980392156862745;0.0;0.3137254901960784;0.1176470588235294;0.0980392156862745;0.0196078431372549;0.0196078431372549;0.196078431372549;0.5098039215686274;0.392156862745098;0.0;0.0196078431372549;0.1176470588235294;0.0196078431372549;0.0;0.0;0.0;0.0;0.0196078431372549;0.1764705882352941;0.0196078431372549;0.0784313725490196;0.1176470588235294;0.0392156862745098;0.0196078431372549;0.0392156862745098;0.0;0.0;0.9587575426481764;5.0;0.5384615384615384;0.1923076923076923;0.1923076923076923;0.0;0.1923076923076923;0.0;0.2;0.3846153846153846;0.1923076923076923;16.0;5.0;0.0;0.2;0.2;0.0;0.0;1.0;0.0;1.0;0.0;0.6;0.25;0.5;0.0625;0.1875;0.0;1.0;0.25;5.0;0.3125;0.0;16.0;316.0;316.0;0.3067639462170383;-1.3908441219195535;11.6;0.0;8.75;8.4;3.8333333333333335;3.4;5.0;3.5;0.0;2.0;3.0;8.0;1.0;0.0;1.0;1.0;1.0;0.6666666666666666;1.0;0.8;1.0;1.0;0.6;1.0;1.0;0.65;0.25;5.5
5;Einer von fünf Kindern hat geheime Social-Media-Konten, die sie sich von ihren Eltern verstecken;3.7777777777777777;2.6666666666666665;3.1666666666666665;4.5;16.0;37.5;1.625;43.75;6.25;2784.9375;6.442700000000001;7.047075000000001;7.637375;9.772100000000002;17.410965686947208;11.749999999999996;22.025;5.0;0.9285714285714286;3.474396144861517;2.456769074559977;54.88000000000004;0.9719187714029216;0.9706487971737798;0.0106406284857678;102.0408163265306;0.0109890109890109;0.9375;15.0;0.3157894736842105;0.0;0.0526315789473684;0.1052631578947368;0.0;0.2631578947368421;0.1052631578947368;0.1052631578947368;0.0;0.0;0.1052631578947368;0.4210526315789473;0.3684210526315789;0.0526315789473684;0.0;0.1578947368421052;0.1578947368421052;0.0;0.0;0.1052631578947368;0.0;0.0526315789473684;0.0;0.1578947368421052;0.0526315789473684;0.0;0.1052631578947368;0.0;0.0;0.1052631578947368;0.0;0.9719187714029216;0.0;0.625;0.125;0.125;0.0;0.25;0.0;0.5;0.375;0.25;5.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.4;0.0;0.6;0.0;3.0;0.0;2.0;0.4;0.0;1.6666666666666667;96.0;96.0;0.1837164354446064;-4.287706008190071;7.0;0.0;6.5;6.333333333333333;5.5;3.0;0.0;5.0;4.0;0.0;3.333333333333333;6.5;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.5;0.0;0.0;1.0;0.0;1.0;0.8571428571428571;0.0;
